"UPC","Item","Department","Quantity on Hand","Total Cost"
"086600000084","Bumble Bee Albacore Solid White In Oil","General Food","-4",""
"086600000206","Bumble Bee Chunk Light In Water","General Food","48",""
"086600000213","Bumble Bee:Premium Chunk Light In Oil","General Food","-12",""
"086600000701","Bumble Bee: Pink Salmon","General Food","6",""
"086600403304","Bumble Bee White Chunk In Water","General Food","4",""
"087000016088","PLANTERS","Snacks","2",""
"087684000953","Capri Sun:Pacific Cooler","Drinks","10",""
"088168290051","Epsom Salt","Vitamins/Medicine","2",""
"088313001174","Ducal Refried Beans Red","General Food","21",""
"088313001365","Ducal Refried Beans Black","General Food","-4",""
"089087671518","Country Club Raspberry Soda","Drinks","8",""
"089396000627","Mistic tropical fruit punch","Drinks","9",""
"089396000689","Mictic latta colada","Drinks","8",""
"089396000849","MISTIC","Drinks","10",""
"089674041526","Malher Chicken Flavor and Noodle Soup Mix","General Food","34",""
"090208286122","Eggs grande brown large 12","Deli","-72",""
"090208301139","brown eggs","Produce","0",""
"090478216225","Jarritos Tamarind","Drinks","9",""
"090478331102","Sidral Mundet Green Apple Soda","Drinks","-4",""
"090478410012","Jarritos Mandarin","Drinks","8",""
"090478410036","Jarritos Pineapple","Drinks","14",""
"090478410043","Jarritos Pineapple","Drinks","-8",""
"090478410074","Jarritos Soda Toronja","Drinks","11",""
"090478410081","Jarritos Guava Soda","Drinks","9",""
"090478410166","Jarritos Watermelon 12.5 fl oz","Drinks","3",""
"094262021569","Bijol Coloring Seasoning","General Food","2",""
"094262021576","Bijol","Deli","10",""
"095060030449","Salami vega","Deli","-5",""
"095188000966","Tampico","Drinks","-10",""
"095188000973","Tampico","Drinks","9",""
"095188012990","Tampico 1 gal","Drinks","3",""
"095188021299","Tampica mango punch 1 gal","Drinks","4",""
"095188031298","tampico tropical punch","Drinks","2",""
"095188143052","Tampico:Blue Raspberry Punch, Blueberry, Raspberry","Drinks","9",""
"095188955914","Tampico:Tropical Punch, Cherry, Orange, Pineapple","Drinks","3",""
"095188975912","Tampico mango punch","Drinks","7",""
"095188995910","Tampico:Citrus Punch, Orange, Tangerine, Lemon","Drinks","8",""
"095605601417","Don Reyes","General Food","6",""
"097339000054","Valentina Mexican Hot Sauce","General Food","12",""
"097339000061","Valentina:Mexican Hot Sauce - Extra Hot","General Food","11",""
"099517000023","Martin's Quality Extra Large Eggs","Deli","-103",""
"099517000078","Eggs large 18","Dairy","0",""
"128101125351","El Faro Coquito Coconut Cookies","Snacks","4",""
"128101126419","El Faro Galletas Ajonjoli","General Food","-7",""
"183689182974","Plenty servilletas","Household","8",""
"196005242504","Crico","General Food","4",""
"197644007561","VAN ECUADOR sardinas hot sause","General Food","44",""
"197644588640","Van Ecuador sardines","General Food","29",""
"198168046852","Plantain chip","Snacks","6",""
"198168231050","Plantain strips","General Food","27",""
"198168434765","Plntain chips","Snacks","3",""
"198168655580","Sardina van ecuador","General Food","25",""
"198168685600","VAN ECUADOR sardinas","General Food","49",""
"198715003390","Plantain strips","Produce","16",""
"200000001995","White Pepper","Especies","1",""
"200004301466","Green Peppers","Produce","17",""
"200017601003","Ajicito dulces","General Food","85",""
"200077102496","Redpepper","Produce","-241",""
"200078203994","Mix pepper mix3","Produce","-222",""
"286342406148","Aji-no-moto","Especies","60",""
"300318718131","Robitussin DM","Vitamins/Medicine","2",""
"300450122308","Infant's Tylenol:Grape Flavor - includes Simple Measure","Vitamins/Medicine","6",""
"300450166043","Children's Tylenol:Cherry Flavor Dye-Free","Vitamins/Medicine","2",""
"300450184047","Children's Motrin:Original Berry Flavor Dye-Free","Vitamins/Medicine","2",""
"300672981905","Theraflu","Vitamins/Medicine","0",""
"300678128083","Theraflu Express Max Severe Cold & Cough","Vitamins/Medicine","0",""
"300810730884","Neosporin:Neosporin Original Antibiotic Ointment","Vitamins/Medicine","3",""
"301490001981","Pepto Bismol Display","Vitamins/Medicine","20",""
"301490039045","Pepto-bismol Upset Stomach Reliever","Vitamins/Medicine","4",""
"301490039083","Pepto-Bismo Subsalicylate Upset Stomach","Vitamins/Medicine","2",""
"302190204160","Humphrey's Maravilla Lotion","Vitamins/Medicine","6",""
"305730171304","Children's Advil Grape Flavored Fever Reducer/Pain Reliever","Vitamins/Medicine","3",""
"308691156106","Swan Isoporphyl Alcohol 70%","Vitamins/Medicine","1",""
"312546050792","Halls:Cherry Menthol Drops 9 Ct","Candy","20",""
"312546050808","Halls Mentho-Lyptus:Honey-Lemon","Candy","20",""
"312546050822","Halls:Mentho-Lyptus Menthol Drops 9 Ct","Candy","20",""
"312546050839","Halls Defense:Vitamin C Assorted Citrus 9 Ct","Candy","19",""
"312843551046","Phillips Milk Of Magnesia Sugar Free Original","Vitamins/Medicine","4",""
"323900003613","Vicks Vaporub:Cough Supressant - Topical Analgesic","Vitamins/Medicine","6",""
"323900031517","ZzzQuil","Vitamins/Medicine","32",""
"323900042384","NyQuil Severe","Vitamins/Medicine","11",""
"323900042391","Dayquil severe cold flu","Vitamins/Medicine","15",""
"323900042407","Viporup","Vitamins/Medicine","17",""
"323900042698","DayQuiil kids","Vitamins/Medicine","2",""
"348875000009","Vitacilina (grande)","Vitamins/Medicine","0",""
"350580535042","Children's Benadryl:Bubble Gum Flavored Liquid","Vitamins/Medicine","0",""
"352688195715","Lemisol Plus - Femenine Cleansing Solution","Hygiene","1",""
"363824056722","Mucinex DM 2Ct","Vitamins/Medicine","18",""
"605049510895","SK Orange Valencia","Fruits","1",""
"607412100108","La Dominicana Extracto De Malta","Drinks","9",""
"607412300041","Malta","Drinks","-22",""
"607672300041","LA DOMINICANA  Malta alemana","Drinks","10",""
"611269546019","Red Bull Energy Drink","Drinks","28",""
"611269818994","Red Bull:Energy Drink","Drinks","-12",""
"611269991000","Red Bull","Drinks","34",""
"613008725754","Arizona Fruit Punch Vitamin C","Drinks","-7",""
"613008725778","Arizona Watermelon Fruit Juice Cocktail","Dairy","23",""
"613008725792","Arizona Juice Mucho Mango","Drinks","14",""
"613008751333","Arizona mango","Drinks","1",""
"613008751432","Arizona","Drinks","-5",""
"616612138132","Rabito","Snacks","19",""
"633148100013","Tajin Fruit With Lime Seasoning","General Food","10",""
"633493001416","Hispano Soap","Cleaning","18",""
"633493001591","Hispano Cuaba Soap 2 pc Pack","Cleaning","26",""
"639138513238","Rugen Fisch Smoked Herring Fillets","General Food","22",""
"639138527655","Rugen Fisch Herring Fillets In Hot Tomato Sauce","General Food","38",""
"639138547660","Rugen Fisch Smoked Peppered Herring Fillets","General Food","28",""
"644209307494","Duncan Hines Classic:Classic Yellow","General Food","4",""
"644209411856","Strawberry  suprema","General Food","4",""
"645789439735","Honey Ginger Tea Mint Flavor","General Food","-1",""
"645789439742","Honey ginger tea green tea","General Food","4",""
"645789439766","Pocas Honey ginger tea cinnamon","General Food","0",""
"645789439858","Honey Ginger Tea","General Food","1",""
"647541022032","El Chilerito Chamoy Mexican Hot Sauce","General Food","0",""
"648436100019","Plado Shrimp Instant Noodle Soup Bowl","General Food","12",""
"648436100040","Paldo Kimchi Noodle Instant Noodle Soup","General Food","21",""
"648436100255","Paldo Chicken Flavor Instant Noodle Soup","General Food","12",""
"650066003226","Suerox blueberry","Drinks","6",""
"650067000194","Tukol  Max Action  6 oz","Vitamins/Medicine","0",""
"652010000053","SALT","General Food","0",""
"652010000060","SUPERIOR CRYSTAL SALT","General Food","10",""
"652729102451","Magnolia Sweetened Condensed","General Food","22",""
"655708119686","Visine Advanced Redness+irritation Relief","Vitamins/Medicine","3",""
"657227000506","Essentia Hydration Perfected","Drinks","18",""
"657227001206","Essentia:Purified Drinking Water","Drinks","33",""
"680147230692","Dulce de leche","General Food","9",""
"680444105419","Ajo pelado","General Food","3",""
"683233000018","Prolyn For Adults Appetite Enhancer","Vitamins/Medicine","0",""
"708828980589","Tumery te","Vitamins/Medicine","-1",""
"708828980763","Diabeti anti diabetic tea","General Food","2",""
"710164444052","Oregano","General Food","23",""
"710164444069","SOY DOMINICANO Oregano Natural","General Food","0",""
"710164444106","SOY DOMINICANO ARTIFICIAL VANILLA FLAVOR","General Food","2",""
"710164444366","LA Brillante vainilla","General Food","8",""
"710164444519","Vainilla blanca","General Food","-4",""
"710164444526","Soy dominicano vainilla","General Food","5",""
"710164444588","La Brillante vainilla","General Food","-7",""
"710779770461","Lean body vainilla","Drinks","5",""
"710779770485","Leanbody caramel","Drinks","1",""
"710779770515","Lean body strawberry","Drinks","4",""
"715756300020","Driscoll's:Blueberries","Fruits","1",""
"718791605105","Best Guava Juice Drink","Drinks","1",""
"718791605112","Best Guava Juice Drink","Drinks","4",""
"718791618204","Best Guava Juice Drink","Drinks","0",""
"718791618440","Best Juice Cocktail Drink","Drinks","7",""
"718791808124","BEST MANGO JUICE DRINK","Drinks","-2",""
"718791808223","Best Mango Juice Drink","Drinks","0",""
"718791848212","Best pom","Drinks","8",""
"718864201029","Alcolado Relampago","Vitamins/Medicine","6",""
"718912323239","P.A Pure Creamed Coconut","General Food","14",""
"722776200025","Splenda:100 Packets","General Food","1",""
"725793601264","EL FARO EGG CRACKERS","Snacks","-9",""
"727452001002","La Morena: Sliced Green Pickled Nacho Jalapeño Peppers","General Food","5",""
"727452001040","La Morena Jalapeno Nacho Sliced","General Food","6",""
"731946010982","Afrin Original spray","Misc.","5",""
"731946011804","Zantac","Vitamins/Medicine","4",""
"731946015079","TOOTHPICKS","Misc.","7",""
"732290006003","ile Chimichurri","General Food","1",""
"732626100115","Howard's Fried Pork Skins - Lime Chili","Snacks","-14",""
"735153300041","Hilo para tamale","Household","21",""
"738545010481","Botanera Salsa Clasica","General Food","8",""
"739802458527","orejitas","Snacks","0",""
"739907000010","PAN Maiz Blanco","General Food","0",""
"739907002069","PAN Corn Meal Pre-cooked Yellow","General Food","5",""
"743109000839","Arroz Rico","Produce","10",""
"743542044001","Higueral Original Cooked Salami","Deli","3",""
"743542044018","Higueral:Salami","Deli","14",""
"743709000253","Long Grain Rice","General Food","-10",""
"743709000819","Rico Enriched Long Grain Rice","General Food","-19",""
"743709000826","Rico Enriched Long Grain Rice","General Food","-6",""
"745556142056","Coquito Delicias","Snacks","7","$9.33"
"745556142384","Delicias (Cremita de leche)","Snacks","1",""
"746805290016","Cavalier Collectioin Disposable Extra Heavy Duty Combo Cutlery","Customer Tab","4",""
"748404287947","Seeds of Change Quinoa & Brown ARice","General Food","6",""
"750253719098","Spoon 52 count","Customer Tab","11",""
"750894610259","Zambos Chile limon","General Food","2",""
"752412210101","In Soybean Oil Tuna","General Food","24",""
"753079000449","Dino Sandwich Cream","Snacks","12",""
"753079000463","DINO","Snacks","0",""
"753079000487","Dino  vainilla","Snacks","3",""
"757528005047","Takis Fuego Hot Chili Pepper & Lime","Snacks","23",""
"757528005276","Barcel Takis Fuego","General Food","18",""
"757528046682","Takis fuego","Snacks","3",""
"757817890514","Coconete embuelto","Snacks","18",""
"759494000354","Guitig Spring Mineral Water","Drinks","-3",""
"760203004143","Guandy Angelitos Marshmallows","Snacks","-4",""
"760203005164","Guandy Angelitos Strawberry Marshmallows","Snacks","0",""
"760488742556","Van tuna ecuador en aceite","General Food","23",""
"760488742648","VAN ECUADOR ATUN","General Food","23",""
"760695010790","James Farm Fresh Extra Large Eggs","General Food","-32",""
"760695341023","Camarones","Frozen","-1",""
"760695341122","Shrimp premium","Frozen","0",""
"761720058596","Crisco Pure Corn Oil","General Food","0",""
"761720071045","Argo:100% Pure","General Food","4",""
"761720987155","Mazola corn oil 40 fl.oz.","Produce","2",""
"761720987377","Mazola:Blend of Corn & Canola Oils 100% Pure","General Food","1",""
"761720987513","Mazola Blend of Vegetable & Canola Oils","General Food","2",""
"764090012014","Sobrino instantsneo","General Food","0",""
"764090024031","Chocolate EMBAJADOR 10 Tablets","General Food","26",""
"764438500012","Dell's Maraschino Cherries","General Food","10",""
"781308001288","3 Ballerina Tea:Dieters' Drink, Extra Strength, No Caffeine","Vitamins/Medicine","2",""
"781624007865","Isadora Refried black Beans","General Food","3",""
"781624008053","Isadora Refried Beans","General Food","3",""
"786119000017","Cibao Long Cured Sausage","Deli","22",""
"786119000048","Cibao Brand Longaniza","Deli","9",""
"786119000093","Induveca Salami Super Especial","Deli","13",""
"786119000130","Induveca Salami Super Especial","Deli","9",""
"786119000185","Induveca Smoked Cooked Salami","Deli","19",""
"786119000628","Campesino Salami","Deli","10",""
"786119000680","Campesino Cooked Salami","General Food","0",""
"786119001007","Jamonada don pedro","Deli","3",""
"786119001069","Don Pedro Brand Jemonada Cooked Salami","General Food","2",""
"786119001168","Jamoneta Smoked Flavor Added","Deli","6",""
"786119002653","COOKED SALAMI DEL PUEBLO","General Food","11",""
"786119007061","Pavolami Salami","General Food","9",""
"786119007078","Pavo","General Food","6",""
"786162004857","Vitaminwater Refresh Tropical Mango","Drinks","10",""
"786162010001","Glaceau Vitamin Water:power-C - dragonfruit","Drinks","-7",""
"786162040008","VitaminWater Essential","Drinks","8",""
"787545004174","Baldom Ranchero Sazon Criollo","General Food","22",""
"787545004181","Ranchero Sazon Criollo","General Food","24",""
"787545004402","Baldom Real Mayonnaise","General Food","12",""
"787545004570","RANCHERO SALSA INGLESA","General Food","46",""
"787545004587","Ranchero Salsa Inglesa","General Food","27",""
"787545004600","Ranchero Salsa China Soy Sauce","General Food","21",""
"787545004617","Ranchero Salsa China","General Food","5",""
"787545004693","Ranchero Picante","General Food","16",""
"787545004884","Gelatina Oli","General Food","6",""
"787545005072","Baldom Sandwich Spread","General Food","22",""
"787545005232","Ranchero Sazon Liquido","General Food","5",""
"787545005249","Baldom Ranchero Sazon Liquido","General Food","12",""
"787545005287","Ranchero Salsa China","General Food","3",""
"787545005294","Ranchero Salsa Inglesa","General Food","4",""
"787545012094","Ranchero Vinagre Blanco","General Food","19",""
"787545045115","Sazon Super Completo","General Food","15",""
"787545046006","Baldon Vinagre Ambar ranchero","Produce","1",""
"787545052823","Baldom Garlic Paste","General Food","10",""
"787545052854","Baldom Garlic Paste","General Food","1",""
"787545234212","BALDOM ORIGINAL SALSA RANCHERO","General Food","51",""
"787545303307","Vinagre ranchero  baldon","General Food","0",""
"790330061009","Rica Milk Listamilk","Drinks","-2",""
"790330061023","Rica CHOCO Listamilk","Dairy","15",""
"794522730629","Lipton green tea","General Food","5",""
"795999101035","Cofal Original","Vitamins/Medicine","1",""
"805418098447","BRONCOCHEM ANTIGRIPAL NIÑOS","Vitamins/Medicine","3",""
"805418116875","Broncochem Expectorant Syrup","Vitamins/Medicine","0",""
"810006590098","Vitarella wafer strawberry","Snacks","19",""
"810073180109","Tangerine bag","Fruits","1",""
"812828010457","Mama Tere Plantain Chips","General Food","2",""
"812828010488","Mama Tere Spicy Plantain Chip Platanitos","General Food","13",""
"812828010501","Hoja de naranjo","Especies","5",""
"812828011119","Mama Tere Panela Fraccionada","Produce","11",""
"812828011980","Cocotal Coconut Juice W/ Pulp","Drinks","9",""
"812828012116","Mote","Frozen","4",""
"812828012413","Fideos Mama Tere Pasta","General Food","0",""
"812849020091","Komilon","Vitamins/Medicine","4",""
"813678000018","Tortilleria Mexicana Los Hermanos","General Food","-7",""
"816149010929","Lola Pan De Leche","General Food","5",""
"816493010132","El Yucateco Chile Habanero","General Food","11",""
"816493010149","El Yucateco Green Habanero Sauce","General Food","3",""
"818645010991","Aloevine Watermelon","Drinks","3",""
"821409024004","IMUSA ESPRES","Household","2",""
"821409033433","Imusa Coffee Maker - Espresso","Household","1",""
"821409033440","Imusa Espresso Maker - Stove Top","Household","2",""
"827854007470","Ajax","Cleaning","1",""
"827854009504","Ajax","Cleaning","0",""
"827854011149","Ajax","Cleaning","4",""
"830108001582","ZUCO Passion fruit","General Food","2",""
"830108001605","Hibiscus -jamaica","General Food","5",""
"831384000504","Mabi Taino Seybano Beer.","Drinks","43",""
"831384000702","Mabi Taino Cacheo","Drinks","21",""
"834164000725","Caridom Mojo Criollo","General Food","9",""
"836582000011","Midland & Farms Milk","Drinks","-12",""
"836582000059","Midland Farms Milk","Dairy","-65",""
"836582002008","Midland Farms MILK 1 QT","Dairy","-12",""
"837464000204","MINI CROISSANTS","Snacks","26",""
"837553600186","Dove original","Hygiene","5",""
"841466000025","Frozen banana Leaves","Frozen","5",""
"847380000004","Tamarindo 1Lb","Fruits","4",""
"850003560458","Prime blue RASBERRY","Drinks","-2",""
"850011745076","Trifongosnachks","Snacks","0",""
"850018933186","Cola de caballo","Especies","3",""
"850018933902","Zazon. Mamatere","General Food","9",""
"850022820908","Natural ranchera","General Food","19",""
"850024432031","Ambesol","Vitamins/Medicine","6",""
"850027807799","Valle andino ALIÑO","General Food","6",""
"850027807812","Chimichurri","General Food","13",""
"850027807829","Achiote con aceite vegetal","General Food","1",""
"850035979198","Spong","Snacks","23",""
"850050569312","Bacil seed pomegranate","Drinks","16",""
"850050569473","Basil seed drink","Drinks","12",""
"850050569664","MT  Aloe vera coco","Drinks","13",""
"850050569817","Platanito saladitos mamatere","General Food","-3",""
"850067000778","Mr. Coffee:Basket 4 Cup","General Food","6",""
"850937001119","Mandarinas","Produce","5",""
"851788008456","Solid light tuna van ecuador","General Food","24",""
"851788008463","Ecu atun","Produce","16",""
"851788008524","Hoja de moringa","Especies","6",""
"851788008845","Eucalipto","Especies","1",""
"851788008852","Hoja de limon","Especies","8",""
"852691002708","Alumbre en piedra","Vitamins/Medicine","4",""
"853394001616","Mama tere Aliño","General Food","8",""
"853394001678","Mama Tere Chochos en Salmuera","General Food","-12",""
"854216001012","Mini Croissants","General Food","-84",""
"854219002559","Valles Andinos Purple Flour","General Food","9",""
"854404006713","Colonial Instand Oats","General Food","2",""
"856569005013","La Guaira Crackers","General Food","17",""
"858037006003","Contanza melaza","General Food","9",""
"858037006195","constanzera honey","General Food","6",""
"858037006270","Avena conztanzera 2lb","General Food","4",""
"858037006355","Avena contanzera","General Food","6",""
"858037006706","Trementina constanzera","Cleaning","4",""
"859156006349","Acido borico","Vitamins/Medicine","5",""
"859420007140","ARNICA SALVE","Vitamins/Medicine","6",""
"859964007064","welchs","Drinks","21",""
"860009934825","Testy gelatina stroberry","General Food","8",""
"867580000147","Pony Malta","Drinks","1",""
"876063002011","Muscle Milk Chocolate","Drinks","8",""
"876063002028","Muscle Milk Vanilla Creme","Drinks","8",""
"876063007160","MUSCLE MILK PRO 14OZ","Drinks","8",""
"883394001903","Lulo","Frozen","7",""
"883990101205","Good2 Grow Raspberry lemonade","Drinks","7",""
"883990661846","Good2grow starberry kiwi","Produce","10",""
"883990661853","Good grow","Drinks","20",""
"884394000538","OKF Coco Natural Coconut Drink","Fruits","8",""
"884394007285","Farmer's Aloe Vera Drink","Drinks","5",""
"884394007377","Farmers Aloe Vera","Drinks","-1",""
"884912014276","Honey Bunches of Oats:W/Almonds","Snacks","2",""
"884912315373","Oreos cereal","General Food","0",""
"888109050061","Hostess Donettes Glazed Mini Donuts","Snacks","4",""
"888849016068","Quest","Drinks","23",""
"889392000863","Celsius live fit green apple cherry","Drinks","-8",""
"889392000917","Celcius Sparkling Grape Rush","Drinks","21",""
"889392001761","Celsius strawbery pass","Drinks","12",""
"889497641015","Nutrament","Drinks","2",""
"889497642012","Nutramen","Drinks","11",""
"889497643019","Nutrament","Drinks","6",""
"889497644016","Nutrament","Drinks","12",""
"893648001467","Tradiciones Andinas Cancha Corn","General Food","0",""
"894537000011","Oven Delight Butter Croissant","Snacks","35","$28.88"
"894764002680","Mexican guaba","Fruits","8",""
"895351000034","Molino Del Sol Galletas Integrales","Snacks","-14",""
"895351000072","Molino Del Sol Galletas Integrales","Snacks","-94",""
"895605601116","Salami[ estelar ]super special premiun","General Food","13",""
"895605601161","Super vega","Deli","13",""
"895605601192","Jamon bolo super vega","General Food","8",""
"896650001524","Aloevine Piña","Drinks","8",""
"896650001722","Aloevine Pomegranate Drink","Drinks","0",""
"897922002966","Better body look svocado oil","General Food","4",""
"899340001453","Red pearl onions (cebollin)","General Food","8",""
"899711001303","Broncolito Jarabe","Vitamins/Medicine","2",""
"899711001327","Sanatos Day Syrup Cough Relief","Vitamins/Medicine","3",""
"899711001334","Sanatos Night Syrup Cough Relief 6oz - Jarabe Para La Tos","Vitamins/Medicine","4",""
"2494111114271","Chinola. Rica","Drinks","3",""
"5010455601078","Halls extra strong","Candy","20",""
"5397005022027","Pina zise 6","Fruits","4",""
"5462711151580","Fruit punch","Drinks","10",""
"6001067004943","Colgate Zig Zag Medium Toothbrush","Hygiene","4",""
"6001085120946","Vaseline NO.1 Skin Protection 100 ML","Vitamins/Medicine","2",""
"6597400113569","Van Ecuador Lomitos en Aceite","General Food","75",""
"6931492322063","Blue-Touch Super Mouse Adhesive Trap","Misc.","8",""
"7410003100745","Ganol","Vitamins/Medicine","3",""
"7460000011605","Mechi garlic buffet","General Food","9",""
"7460000055050","Casabe de ajo mechy","General Food","4",""
"7460000076246","Coconut casabe","Snacks","14",""
"7460000086481","Casaba bread","General Food","-2",""
"7460000210862","Casabe de mani","Snacks","3",""
"7460111102360","Chocorica","Dairy","-1",""
"7460111102643","Rica Fruit Punch","Drinks","4",""
"7460111114271","Rica chinola","Drinks","0",""
"7460111151405","Rica Orange","Drinks","6",""
"7460111151412","Fruit punch Rica","Drinks","14",""
"7460111151429","Rica pineapple guava","Drinks","20",""
"7460111151443","Rica pera","Fruits","0",""
"7460111151450","Rica guava","Drinks","1",""
"7460111151481","Rica mango nectar","Drinks","16",""
"7460111151498","Rica soursop juice","Drinks","6",""
"7460111151504","Rica pineapple","Drinks","2",""
"7460111151511","Rica passion fruit","Drinks","-14",""
"7460111151566","Rica","Drinks","8",""
"7460111151580","Fruit punch","Drinks","-8",""
"7460111151597","Rica orange","Drinks","-2",""
"7460111151603","Rica","Drinks","24",""
"7460111151658","RICA pera","Drinks","28",""
"7460111151665","Fruit punch","Drinks","51",""
"7460111151672","Rica mango","Drinks","8",""
"7460111151689","Rica fruit punch","Drinks","-1",""
"7460123434602","Magi","Especies","0",""
"7460123444311","nestle","General Food","22",""
"7460383812660","CREMA DESODORANTE DEPORTE","Hygiene","2",""
"7460496803272","Hojuelitas","Snacks","0",""
"7460496803289","Hojuelita BBQ","Snacks","22",""
"7460828502576","BAY RUM CONSTANZA","Vitamins/Medicine","0",""
"7460828550218","FORTY MALT","Vitamins/Medicine","1",""
"7461754900306","El Fogon Bitter Orange Seasoning","General Food","7",""
"7462103011568","Bronchina","Vitamins/Medicine","3",""
"7462381300262","Jabon Hispano","Hygiene","0",""
"7462381310063","Hispano cononut oil","Cleaning","6",""
"7462381319837","Hispano Personal Honey Soap","Hygiene","24",""
"7462381321052","Jabon azulito","Cleaning","25",""
"7462381340527","Hispano Familiar","Hygiene","3",""
"7462381389618","Hispano bebe","Household","6",""
"7462381389625","Experto hispano","Hygiene","6",""
"7464521710344","Septicon by Alopecil","Hygiene","2",""
"7464521710405","Jarabe Berro & Cebolla","Vitamins/Medicine","-7",""
"7464521711273","Sancochito","Vitamins/Medicine","4",""
"7464521734333","JARABE LIMPIA PECHO","Vitamins/Medicine","4",""
"7466077700299","CASABE GUANANI AL AJILLO","General Food","-6",""
"7467340330915","Princesa","General Food","5",""
"7467524801408","Saca-Grip","Vitamins/Medicine","2",""
"7467524801736","Gelnorex","Vitamins/Medicine","2",""
"7467524801767","Gelnorex Children","Vitamins/Medicine","3",""
"7467524801781","Vino Cerebrina Rangel","Vitamins/Medicine","1",""
"7467524801798","COMPLEX B","Vitamins/Medicine","3",""
"7467524802382","COMPUESTO SARA","Vitamins/Medicine","3",""
"7467524802542","Pecho sano","Vitamins/Medicine","2",""
"7467581600082","Ricos Spaghetti","General Food","12",""
"7467581600099","Ricos Fideos","General Food","16",""
"7467581603809","Guarina leche","General Food","18",""
"7467581604295","Wafer limon","General Food","0",""
"7467581604318","Guarina wafer vainilla","Snacks","16",""
"7467581604332","GuariNa  wafer fresas","Snacks","7",""
"7468191037787","Gomenol","Vitamins/Medicine","25",""
"7468235130061","MOLINI DEL SOL GALLETAS DE AJO","General Food","21",""
"7468235130078","Molino Del Sol Galletas Integrales","General Food","17",""
"7468235130382","Cubana","Snacks","1",""
"7468235130412","Molino Del Sol Galletas Integrales","General Food","1",""
"7468654870029","Casabe","General Food","10",""
"7468959480930","Calcio granulado","Vitamins/Medicine","2",""
"7469518400024","HARINA EL NEGRITO","General Food","0",""
"7501007829500","Calmex Sardines","General Food","0",""
"7501052042831","Sal de uvas picot","Vitamins/Medicine","25",""
"7501071900129","Clorox original","Hygiene","0",""
"7613287086792","MALHER","General Food","12",""
"7702354250423","DONA GALLINA SAZON COMPLETO","General Food","27",""
"7702354500269","Dona Gallina","General Food","-4",""
"7702354501891","DONA GALLINA 72 CUBITOS","General Food","8",""
"7754487116374","Aji-No-Moto","Produce","50",""
"7754487117876","Aji-No-Moto","General Food","-11",""
"7821007807798","VAN ECUADOR TUNA olive oil","General Food","19",""
"7861005600229","Honimans Manzanilla con Miel","General Food","8",""
"7861012500239","Gelatoni","Snacks","-15",""
"7861012500246","Gelatoni Cherri","Snacks","2",""
"7861012500277","Gelatoni The Original","Deli","2",""
"7861012506576","Gelatoni Uva","Snacks","-12",""
"7861012514120","Tony stroberry","Drinks","-49",""
"7861012514137","Toni chocolata","Drinks","19",""
"7861012514144","Tony  vanilla","Drinks","-2",""
"7861048690904","La Favorita Achiote Vegetable Oil","General Food","9",""
"7861048690911","La Favorita Achiote Vegetable Oil","General Food","28",""
"7861091158017","Nestle Amor Classic Cream Wafers","Snacks","4",""
"7861091158024","Nestle Amor Chocolate","Snacks","-7",""
"7861091158048","Nestle Amor Fresa","Snacks","5",""
"7861091158055","Amor Vanilla Wafer","Snacks","7",""
"7862100780748","Van ecuador olive oil 4 pack","General Food","20",""
"7862100780755","VAN ECUADOR tuna /4","General Food","23",""
"7862100780779","VAN ECUADOR tuna olive oil","General Food","41",""
"7868001160917","Atun encebollsdo","General Food","0",""
"8712561306577","Dove Bar Soap Coconut Cream","Hygiene","0",""
"8712561538077","Dove Go Fresh","Hygiene","37",""
"8717163965030","Dove Silk Dry Original","Hygiene","0",""
"8999999003074","Vaseline Hydrating Cucumber","Hygiene","5",""
"9475342024655","Black beans","General Food","12",""